,Season,DayNum,WinnerLabel,ATeamID,AScore,BTeamID,BScore,NumOT,A_NumWins,A_avg_Score,A_avg_FGM,A_avg_FGA,A_avg_FGM3,A_avg_FGA3,A_avg_FTM,A_avg_FTA,A_avg_OR,A_avg_DR,A_avg_Ast,A_avg_TO,A_avg_Stl,A_avg_Blk,A_avg_PF,A_avg_EFGP,A_avg_TP,A_avg_ORP,A_avg_DRP,A_avg_RP,A_avg_FGPct,A_avg_FG3Pct,A_avg_FTR,A_avg_FTAR,A_avg_TSP,A_avg_Pos,A_avg_OffPtsPos,A_avg_DefPtsPos,A_avg_NetPtsPos,A_avg_AstP,A_NumLosses,B_NumWins,B_avg_Score,B_avg_FGM,B_avg_FGA,B_avg_FGM3,B_avg_FGA3,B_avg_FTM,B_avg_FTA,B_avg_OR,B_avg_DR,B_avg_Ast,B_avg_TO,B_avg_Stl,B_avg_Blk,B_avg_PF,B_avg_EFGP,B_avg_TP,B_avg_ORP,B_avg_DRP,B_avg_RP,B_avg_FGPct,B_avg_FG3Pct,B_avg_FTR,B_avg_FTAR,B_avg_TSP,B_avg_Pos,B_avg_OffPtsPos,B_avg_DefPtsPos,B_avg_NetPtsPos,B_avg_AstP,B_NumLosses,A_OrdinalRank,B_OrdinalRank,A_Seed,B_Seed,A_WinPct,B_WinPct
0,2003,134,0.0,1411.0,84.0,1421.0,92.0,1,18.0,72.8,24.733333333333334,55.266666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666666,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,0.5030357309843513,0.1845505255231725,0.36013270106054135,0.6817227829509205,0.5211587170813956,0.4488915995658819,0.32141404814014135,0.3301880679113229,0.5294912334729752,248899.73333333334,69.57039999999999,1.0454737904606066,1.0013216441792783,0.0441521462813282,0.20273704431989178,12.0,13.0,71.20689655172414,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.48980045725595167,0.19696498792836953,0.3471837895667142,0.6256188170295877,0.4911488059086757,0.4327684296107408,0.3634940599052003,0.2877156405129983,0.3772143761715263,237138.55172413794,69.85006896551724,1.0233014285533022,1.122991997521474,-0.09969056896817191,0.1880019979442889,16.0,239.28125,240.34375,16,16,0.6,0.4482758620689655
1,2003,136,0.0,1436.0,51.0,1112.0,80.0,0,19.0,67.79310344827586,24.82758620689655,55.86206896551724,5.275862068965517,15.482758620689655,12.862068965517242,19.551724137931036,12.96551724137931,25.724137931034484,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,0.4947316161585373,0.18014126306783323,0.38001640587181035,0.7328976781736452,0.5546300860587842,0.44637204493637384,0.3579196496333207,0.23508407704974837,0.356274459799219,220323.3103448276,65.49006896551724,1.038393163153884,0.9670963852356572,0.07129677791822657,0.21793538904760246,10.0,25.0,85.21428571428571,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.5176315318357815,0.16095304643416092,0.3940268982477109,0.6805599042541958,0.5414506435038818,0.46356260622590056,0.35106036156227977,0.2722141230667755,0.3879654719616407,328287.64285714284,76.22142857142856,1.120616079180784,0.9264136707679047,0.19420240841287914,0.23115192354300626,3.0,153.125,2.676470588235294,16,1,0.6551724137931034,0.8928571428571429
2,2003,136,0.0,1272.0,71.0,1113.0,84.0,0,23.0,74.51724137931035,26.275862068965516,60.0,7.0,20.06896551724138,14.96551724137931,22.896551724137932,14.068965517241379,25.96551724137931,16.620689655172413,13.793103448275861,7.379310344827586,5.068965517241379,18.75862068965517,0.498336900365261,0.16377213487020667,0.36680272311136325,0.6839044830868859,0.5283674373247457,0.4394574096532216,0.34344094356002186,0.259300334835725,0.3966237274442655,261990.75862068965,69.70703448275863,1.0684746847779285,0.9453271547663352,0.12314753001159329,0.23843234311639297,6.0,18.0,75.96551724137932,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,0.5173341528553604,0.1700360916445751,0.39807963911257577,0.6839496397136597,0.539098318017303,0.4816798952814811,0.32837622147966977,0.3132699921939526,0.46856117405195913,261590.3448275862,68.63310344827586,1.1089481037832407,0.999148569617372,0.1097995341658686,0.22717939834509196,11.0,21.705882352941178,36.0,7,10,0.7931034482758621,0.6206896551724138
3,2003,136,1.0,1141.0,79.0,1166.0,73.0,0,23.0,79.34482758620689,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,0.5728354732143226,0.22357541069523668,0.35917726947120665,0.6623682538486276,0.5220305570577685,0.5063490902598006,0.3774814680226602,0.3695878951733101,0.4818363979367327,255110.4827586207,71.32000000000001,1.1108962569474672,1.026221415383576,0.0846748415638912,0.218343542564345,6.0,29.0,79.24242424242425,28.696969696969695,57.45454545454545,7.96969696969697,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181817,13.363636363636363,8.393939393939394,4.454545454545454,17.272727272727273,0.5674548470502956,0.16775028795998753,0.3392329923276744,0.6818258060113547,0.51477950354753,0.4983085727495132,0.38491379754034927,0.2451265873649157,0.3541474488793303,264607.9393939394,68.67260606060607,1.1511312357800154,0.9398563087890122,0.2112749269910036,0.24380146846051998,4.0,45.6875,20.735294117647058,11,6,0.7931034482758621,0.8787878787878788
4,2003,136,1.0,1143.0,76.0,1301.0,74.0,1,21.0,74.48275862068965,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,0.5240976104061414,0.1736599110613875,0.3223099383394306,0.6920860000740043,0.5107864232153069,0.46874091138753904,0.37593442641483626,0.24096674861191067,0.3483106986957382,251565.8620689655,70.16468965517242,1.0639414624385184,0.9971069859501727,0.06683447648834576,0.22760985041220191,8.0,18.0,72.4,24.333333333333332,53.333333333333336,7.966666666666667,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.033333333333335,14.666666666666666,14.2,7.766666666666667,3.066666666666667,18.666666666666668,0.5341893099448477,0.18583382141060417,0.30881329998858464,0.6816605925011271,0.5010196175370857,0.458507111304003,0.3505637982101566,0.2984889506269282,0.3874957179115481,228303.6,66.72346666666667,1.0848750018965727,1.0232092459615152,0.061665755935057784,0.21885510290906415,12.0,36.40625,50.3125,8,9,0.7241379310344828,0.6
5,2003,136,1.0,1163.0,58.0,1140.0,53.0,0,21.0,80.03333333333333,29.533333333333335,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.4,0.5242372118190725,0.18216668208652673,0.403977157121845,0.6497984033157019,0.5339808646254577,0.47488704692575395,0.3869273376299894,0.24454875084233924,0.36327437792596506,292942.73333333334,72.86893333333335,1.094675942481762,0.9851705924790333,0.10950535000272885,0.21269773394802927,9.0,23.0,72.45161290322581,24.032258064516128,51.25806451612903,6.193548387096774,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,0.5326766733400736,0.18179560021451188,0.34346974530368163,0.7003738269359515,0.5338994946589257,0.47115154652391594,0.38093709404879883,0.3627782580502058,0.48148291308897534,225836.1935483871,64.66335483870968,1.1230754080733416,0.9683737244558016,0.15470168361754005,0.2080542647314682,8.0,27.5,28.59375,5,12,0.7,0.7419354838709677
6,2003,136,0.0,1161.0,57.0,1181.0,67.0,0,17.0,74.0,26.4,52.1,4.2,11.566666666666666,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666,0.5486632857256737,0.20485002506228606,0.36112179196829586,0.6680195960451525,0.5254502907100059,0.5078932197899461,0.360465367965368,0.3322734531136369,0.47611529361017063,236068.53333333333,68.0136,1.0871645780145767,1.0818200445220696,0.005344533492506912,0.22649574942476433,13.0,24.0,81.96666666666667,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,0.521744588506821,0.16282726482730744,0.3751027182847524,0.65397887932298,0.5134073372664097,0.45956027611556916,0.3655947617931441,0.335052738297523,0.4721239178570277,299587.86666666664,72.83706666666667,1.1282020775088324,0.9768366816760915,0.151365395832741,0.1915074179514529,6.0,83.03125,10.705882352941176,14,3,0.5666666666666667,0.8
7,2003,136,1.0,1211.0,74.0,1153.0,69.0,0,23.0,77.06451612903226,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,0.5361461287829044,0.18007386016527868,0.3581110366888467,0.7156608688045655,0.5426715583438988,0.47075081389724643,0.3699489080698074,0.3326844938744508,0.46077816317282777,257108.70967741936,68.80980645161293,1.1195870029281654,0.9839356689642632,0.13565133396390203,0.22826823905715357,8.0,17.0,67.32142857142857,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,0.4654648519011088,0.13588893415577805,0.3325035970509247,0.6790117258548953,0.5012822591425151,0.40576771553685476,0.352482077253725,0.2643098643482183,0.3821165564394779,225290.64285714287,64.53242857142857,1.0407371615462055,0.9580291195122668,0.0827080420339389,0.1899391997893177,11.0,43.09375,42.4375,9,8,0.7419354838709677,0.6071428571428571
8,2003,136,0.0,1443.0,60.0,1228.0,65.0,0,23.0,73.09677419354838,25.70967741935484,55.903225806451616,7.709677419354839,21.032258064516128,13.96774193548387,21.096774193548388,12.161290322580646,23.258064516129032,14.193548387096774,15.161290322580646,7.064516129032258,3.5483870967741935,18.451612903225808,0.5330570639664712,0.1888508737018807,0.3575031976462857,0.6745706601268183,0.5165059816951348,0.4646212181998572,0.3685073254615196,0.26185434565473004,0.39598077148797395,239908.0,68.10141935483871,1.0774663676391898,0.9640693338016378,0.11339703383755226,0.2095129762368562,8.0,24.0,75.43333333333334,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,0.5518880513370572,0.16995578419047816,0.3079241168470922,0.6987812909803944,0.520233012604811,0.484964417287028,0.3723069181148523,0.25133074667445265,0.34677284222182414,244716.73333333334,67.56093333333335,1.1175884092174455,0.9179928623365607,0.19959554688088452,0.2703908285029753,6.0,56.0625,10.5,13,4,0.7419354838709677,0.8
9,2003,136,1.0,1242.0,64.0,1429.0,61.0,0,23.0,81.33333333333333,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.5254612448675793,0.16968194736010436,0.38285045836094966,0.7006089465757576,0.545713041998038,0.48733319046717266,0.3406431953714562,0.25833828207710485,0.38967590408117814,299106.06666666665,73.42213333333333,1.1082755415260315,0.9094791657762215,0.19879637574981043,0.22901198740923365,7.0,22.0,65.96666666666667,23.7,51.93333333333333,4.033333333333333,12.133333333333333,14.533333333333333,20.233333333333334,12.633333333333333,22.366666666666667,13.9,12.233333333333333,5.066666666666666,2.0,16.1,0.4950036675059476,0.16663534421225415,0.3912384021315118,0.708510405197075,0.5508435835110478,0.45628551304633425,0.323404399035204,0.28277055029026105,0.39242336333760824,202875.06666666668,60.355066666666666,1.0918839732787293,0.9934792044084619,0.09840476887026715,0.23037600680218293,8.0,5.970588235294118,90.34375,2,15,0.7666666666666667,0.7333333333333333
